gender05,age05,education05,hisp05,race05,income05,party05,marital05,Q9_05,Q10,Q5_05,Q7_05,Q6_05,gender13,age13,educaton13,hisp13,race13,income13,Q1_13,Q2_13,Q3_13,Q4_13,Q5_13,Q6_13,Q7_13,Q8_13,gender15,age15,education15,hisp15,race15,income15,party15,marital15,Q1_15,Q2_15,Q3_15,Q4_15,Q5_15,Q6_15,Q7_15,Q8_15
FEMALE,82,3,2,1,2,1,5,2, , , , ,FEMALE,44,4,2,1,2,1, ,1,1,2,2,2,8,MALE,27,6,2,1,7,3,6,1,1,1,2,1,1,2,2
FEMALE,34,6,2,1,8,1,1,1,1,2,2,2,MALE,20,3,2,1,6,2,2,2,2,1,1,1,1,FEMALE,69,8,2,1,8,9,1,2, ,2,2,2,2,1,2
FEMALE,51,6,2,1,7,3,1,1,1,2,2,2,MALE,41,4,2,1,6,1, ,1,1,1,1,2,2,MALE,40,8,2,1,7,3,1,2,2,2,2,2,2,2,1
MALE,51,3,2,1,5,1,3,2, ,2,1,1,MALE,40,8,1,1,7,2,2,1,1,8,1,8,2,FEMALE,29,3,1,1,1,3,2,2,2,1,1,1,1,2,2
MALE,47,5,2,1,6,1,1,2, ,2,1,2,MALE,61,4,2,1,3,2, ,2,2,2,2,2,2,MALE,98,6,1,1,98,2,6,2,2,1,2,1,1,2,1
FEMALE,62,2,2,1,2,3,1,2, , , , ,MALE,41,3,2,1,6,2,2,1,1,1,2,2,2,MALE,29,8,2,1,4,2,6,1,1,1,1,1,8,2,8
FEMALE,64,3,2,1,5,1,1,2, , , , ,FEMALE,40,4,2,1,9,2,2,1,1,1,1,2,2,FEMALE,19,2,1,2,2,1,8, ,2,2,2,2,2,2,2
MALE,35,3,2,1,6,1,1,2, , , , ,MALE,22,6,1,8,1,2, ,1,1,1,1,2,2,MALE,71,3,2,1,99,3,1,2, ,2,2,9,9,2,8
FEMALE,79,3,2,1,9,1,2,2, , , , ,FEMALE,66,5,2,1,6,2,2,1,1,2,2,1,2,FEMALE,23,1,2,2,1,1,2,2,2,2,2,1,1,2,1
FEMALE,46,6,2,1,8,3,1,2, ,1,2,1,MALE,43,8,2,1,8,2,2,1,2,1,1,2,2,MALE,58,3,2,1,3,3,3,2, ,2,2,2,2,1,2
MALE,43,3,2,1,4,3,1,2, , , , ,MALE,52,4,2,1,98,2, ,2,2,1,1,2,1,FEMALE,65,6,2,1,8,2,1,2,2,2,2,2,1,2,2
FEMALE,51,3,2,1,9,2,1,2, ,2,2,2,MALE,28,4,2,4,1,2,2,2,2,1,2,2,2,MALE,43,2,2,1,2,1,1,2,2,2,2,2,2,1,1
MALE,43,3,2,1,5,1,1,1,9, , , ,MALE,45,5,2,2,1,2,2,2,2,2,2,2,2,MALE,72,8,2,1,99,3,1, , ,2,2,8,8,8,8
FEMALE,47,3,2,1,9,1,1,2, ,2,2,2,MALE,27,3,2,1,3,2,2,1,1,1,1,2,2,FEMALE,56,5,2,2,3,2,3,2, ,2,2,2,2,2,2
FEMALE,45,3,2,4,2,3,1,2, ,2,1,8,FEMALE,68,3,2,1,98,2, ,2,2,2,2,1,1,FEMALE,63,3,2,1,3,1,3,2,2,2,2,1,1,1,1
FEMALE,67,3,2,1,1,3,3,1,1, , , ,MALE,32,5,2,1,8,2,2,2,2,1,1,2,1,FEMALE,31,6,2,1,5,2,6,2,2,1,1,1,1,2,2
FEMALE,28,7,2,1,8,2,6,1,1,1,2,2,FEMALE,52,5,2,4,5,1,2,2,2,1,1,2,2,MALE,45,3,2,2,2,3,6, , ,2,2,2,2,2,2
FEMALE,48,5,2,1,4,1,1,1,1,2,1,2,FEMALE,45,3,2,1,98,1, ,2,2,2,2,1,1,MALE,50,8,2,1,1,3,2,1,1,2,2,1,2,2,2
MALE,85,3,2,1,9,2,5,2, , , , ,FEMALE,34,2,1,6,1,2, ,2,2,1,2,2,2,FEMALE,52,6,2,1,9,4,1,2,2,1,1,1,1,2,2
FEMALE,29,6,2,2,5,2,6,1,1,1,2,1,MALE,27,6,2,1,6,1,1,1,1,1,2,2,2,FEMALE,37,6,2,3,7,3,1,2,2,2,2,2,2,2,1
MALE,22,6,2,2,3,4,6,2, ,2,1,1,MALE,99,99,2,1,99, , ,8,8,9,8,8,8,MALE,27,4,1,1,3,3,1,2,2,1,2,1,1,2,1
FEMALE,18,3,2,2,1,2,6,1,2,2,1,2,MALE,45,2,1,1,1,2, ,2,2,1,1,2,1,FEMALE,66,5,2,1,3,1,3,1, ,1,1,2,2,2,2
MALE,43,7,2,1,7,3,1,2, ,2,1,2,FEMALE,58,6,2,1,7,2,2,1,1,2,2,2,1,FEMALE,56,5,2,5,6,2,1,2,2,1,1,1,1,2,2
FEMALE,47,6,2,1,8,2,3,1,1,8,2,1,MALE,64,1,2,1,2, , ,2,2,2,2,1,2,FEMALE,64,4,2,1,8,3,1,2,2,1,1,1,1,2,2
FEMALE,47,5,2,1,5,1,4,1,2,8,2,8,MALE,69,8,9,9,9,2,2,1,1,1,1,2,2,FEMALE,46,8,2,1,6,3,6,1,1,1,1,1,1,2,2
FEMALE,30,7,2,2,8,3,1,2, ,2,2,2,MALE,27,1,1,8,3,2,2,2,2,1,2,2,2,MALE,32,6,2,1,4,1,1,2,2,1,1,1,2,2,2
FEMALE,75,3,2,2,9,2,1,2, , , , ,MALE,50,5,2,1,6,2, ,1,1,1,1,2,2,FEMALE,44,4,2,1,4,1,3,2,2,1,1,1,2,2,2
FEMALE,42,5,1,6,2,2,6,2, , , , ,MALE,19,6,2,1,8,2,1,2,1,1,1,1,1,FEMALE,49,8,2,1,9,2,1,2,1,2,1,1,1,2,2
MALE,56,2,2,2,4,1,3,2, , , , ,MALE,51,6,2,1,4, , ,2,1,1,1,2,2,FEMALE,46,8,2,1,8,3,1,2,2,2,1,1,2,2,1
MALE,33,3,2,3,6,2,1,2, , , , ,FEMALE,40,6,2,3,4,2,2,1,1,1,1,2,2,MALE,24,6,2,2,6,2,6,2,2,1,2,8,8,1,1
FEMALE,26,5,2,2,9,2,6,1,2,1,1,2,MALE,34,5,2,1,7,2,1,1,1,1,1,2,2,FEMALE,39,8,2,2,9,2,1,2,2,1,1,1,1,2,2
FEMALE,23,6,1,1,5,2,6,1,2,2,2,1,MALE,30,3,1,2,6,2,2,1,1,1,1,2,1,FEMALE,37,2,2,2,3,2,4, , ,2,2,2,1,2,1
FEMALE,56,3,2,2,2,2,5,2, , , , ,MALE,63,2,1,1,3,2, ,2,2,2,2,1,2,MALE,35,3,1,6,4,2,1, ,2,2,2,1,8,2,2
MALE,57,6,2,1,6,3,1,2, ,2,1,2,FEMALE,41,3,2,4,3,1, ,1,1,1,1,2,2,FEMALE,38,1,1,1,98,8,2,2, ,2,2,2,2,8,2
FEMALE,35,5,2,2,2,3,6,2, ,1,2,2,FEMALE,21,4,2,1,1,2,2,1,2,2,8,1,1,MALE,62,6,2,8,2,3,3,2,2,2,2,2,1,9,1
FEMALE,36,6,2,1,5,2,1,2, ,2,8,1,MALE,75,8,2,1,7,2,2,2,2,1,1,2,2,MALE,68,6,2,1,6,1,1,2, ,2,2,1,2,9,1
FEMALE,23,2,2,2,1,2,1,2, , , , ,FEMALE,49,3,2,1,1,2, ,2,2,2,2,1,1,FEMALE,62,3,1,1,3,3,3,2,2,2,2,2,2,1,1
MALE,62,3,2,2,9,2,1,2, , , , ,FEMALE,81,3,2,1,2,2, ,1,1,2,2,2,2,MALE,40,6,2,2,6,2,6,2,2,1,1,1,2,1,2
MALE,42,6,2,2,8,2,1,2, ,2,1,1,FEMALE,58,2,2,2,1, , ,2,2,2,2,1,1,MALE,60,8,2,1,8,1,1,2,2,2,2,1,1,1,2
MALE,29,5,2,2,7,2,6,2, ,1,2,8,MALE,19,3,2,2,7,2,2,2,2,1,2,2,2,FEMALE,31,4,2,2,7,2,6,2,2,2,1,1,1,2,2
FEMALE,42,3,2,2,4,1,5,2, ,2,2,2,MALE,37,8,2,1,7,2,2,1,1,1,1,1,1,FEMALE,54,4,1,1,9,1,1,2,2,1,1,1,1,2,2
FEMALE,43,5,2,9,9,5,1,1,2,8,2,8,MALE,56,3,2,1,2, , ,2,2,2,2,1,1,FEMALE,23,6,2,1,1,5,2,2, ,1,1,2,2,2,2
FEMALE,88,2,2,1,2,3,5,2, , , , ,MALE,78,3,1,1,99,2, ,2,2,2,2,2,2,FEMALE,56,6,2,1,7,1,1,2,2,2,1,2,2,2,2
MALE,52,9,1,2,1,2,3,2, ,1,8,1,MALE,56,4,2,1,5,2, ,1,2,1,2,1,8,FEMALE,60,3,1,4,1,1,6,2,1,2,2,2,2,2,1
MALE,69,6,2,1,7,3,1,2, ,1,2,1,FEMALE,24,6,2,1,3,2,2,2,2,2,2,1,2,FEMALE,65,5,2,1,6,3,3,1,1,1,1,1,1,2,2
MALE,48,2,2,1,8,1,1,1,2,1,2,2,MALE,52,4,2,1,9,2,2,2,2,8,1,2,2,FEMALE,60,4,9,9,99,9,1,2,2,2,2,8,8,8,8
FEMALE,37,6,2,2,2,4,6,1,1,1,1,1,FEMALE,36,8,2,1,4,2,2,2,2,2,2,8,8,MALE,31,4,2,1,8,3,2,2,2,2,2,2,1,1,1
FEMALE,22,6,2,1,1,2,6,1,1,2,2,1,MALE,46,6,1,2,98,2, ,1,8,1,1,2,1,FEMALE,42,6,2,1,7,1,1,2,2,2,1,1,1,2,1
MALE,58,2,2,2,9,2,4,2, , , , ,MALE,38,6,1,4,1,2, ,2,2,1,2,8,1,FEMALE,70,4,2,1,7,2,3,2, ,2,2,8,1,1,1
FEMALE,50,3,2,3,4,1,1,2, , , , ,MALE,20,5,2,2,6,2,2,1,2,1,1,2,2,MALE,32,4,2,3,6,2,1,2,2,2,2,1,1,2,2
MALE,33,5,2,2,9,3,2,1,2,1,1,1,FEMALE,30,2,2,1,6,2,2,1,2,2,1,2,1,MALE,39,3,2,1,99,2,1,2,2,2,2,1,8,2,2
FEMALE,52,6,2,1,9,3,3,1,1,1,9,2,FEMALE,24,6,2,1,2,2,2,2,2,1,1,2,1,FEMALE,54,4,1,1,4,1,1, ,2,1,2,2,2,1,1
FEMALE,64,5,2,2,2,2,5,1,1,2,2,1,FEMALE,99,99,9,9,99,2,2,2,2,1,2,2,2,FEMALE,44,6,2,3,8,1,1,2,2,2,2,1,2,2,1
FEMALE,49,3,2,2,4,2,6,2, ,8,2,2,MALE,49,3,2,1,7,2, ,2,2,2,2,2,2,FEMALE,22,3,2,3,5,1,6,2,2,2,1,1,2,2,1
MALE,72,3,2,2,9,2,3,2, , , , ,MALE,27,8,2,1,6,2,2,1,2,1,1,2,2,MALE,62,8,2,1,6,3,5,2, ,8,1,1,1,2,1
FEMALE,86,3,2,2,1,2,5,2, , , , ,FEMALE,27,6,2,1,8,2,2,1,1,1,1,2,1,MALE,19,3,2,1,1,3,6,2,2,1,2,1,1,2,2
MALE,69,2,1,1,2,2,3,2, , , , ,FEMALE,28,4,2,2,2,2,2,2,2,1,1,1,1,FEMALE,25,3,2,1,1,2,1,2,2,1,1,2,1,2,2
MALE,37,3,2,1,6,1,1,2, ,2,2,1,FEMALE,99,4,2,2,6,2, ,2,2,1,1,2,2,MALE,65,8,2,1,8,2,1,2,2,2,2,1,1,2,1
MALE,42,3,2,1,4,3,1,2, , , , ,MALE,60,3,1,6,98,2, ,2,2,2,2,1,1,MALE,57,6,2,2,5,3,6,2,2,1,2,1,1,2,1
FEMALE,35,3,2,1,6,3,1,2, ,2,2,8,MALE,30,5,2,1,3,1, ,1,1,1,1,2,2,FEMALE,99,99,2,9,99,1,9,2,2,2,2,2,2,1,2
MALE,76,6,2,1,4,1,5,2, ,2,1,2,MALE,20,4,2,1,6,2, ,1,2,1,2,2,2,FEMALE,30,4,2,1,6,8,1,2,2,2,2,1,1,2,2
MALE,40,4,2,1,4,3,1,1,1,1,2,1,MALE,57,3,2,1,9,2, ,2,2,2,1,2,2,FEMALE,55,4,2,1,99,3,1,2,2,2,2,1,1,2,2
FEMALE,33,6,2,1,7,3,1,1,1,1,2,1,MALE,31,6,2,2,7,2,2,2,2,2,1,2,2,MALE,26,3,2,1,2,3,1,2,2,1,1,1,1,2,2
FEMALE,78,3,2,1,9,2,5,2, , , , ,MALE,21,3,1,4,4,2,2,8,2,8,1,2,1,FEMALE,30,4,2,2,5,3,1,2,2,2,2,2,2,2,2
FEMALE,71,3,2,1,9,2,5,2, , , , ,MALE,30,4,2,2,1,2, ,2,2,2,1,1,8,MALE,51,6,2,2,8,3,1,2,2,1,1,1,1,2,2
FEMALE,39,5,2,1,4,2,1,2, ,2,2,2,FEMALE,99,8,2,1,4, , ,2,1,1,2,9,9,MALE,25,99,2,4,6,2,9,1,1,1,1,1,1,1,1
MALE,58,3,2,1,2,4,1,2, ,1,9,1,MALE,63,5,2,1,9,2,2,2,2,9,1,2,2,MALE,61,3,2,2,4,2,1,2,2,2,2,1,1,1,2
MALE,40,4,2,1,5,3,1,1,1,1,2,1,MALE,29,6,2,1,6,2,2,1,2,2,2,1,2,MALE,44,1,1,6,98,4,2,2,2,2,2,2,1,2,1
FEMALE,31,6,2,1,5,2,6,2, ,1,2,1,MALE,25,2,9,9,98, ,2,8,1,9,1,1,1,FEMALE,52,4,2,1,2,2,3, , ,2,2,1,1,2,1
MALE,27,3,2,4,4,3,6,1,1,2,1,1,MALE,59,3,2,1,6,2, ,1,2,2,2,2,2,FEMALE,51,6,2,1,8,2,1,2,2,1,2,1,2,2,2
FEMALE,29,6,2,1,2,1,6,2, ,2,2,2,MALE,80,1,1,1,3, , ,2,2,2,1,1,1,FEMALE,39,98,2,2,3,2,6,2,2,1,2,1,1,2,1
MALE,65,3,2,1,9,1,1,2, , , , ,MALE,51,4,2,1,99,2,2,1,1,1,1,2,2,FEMALE,38,7,2,2,1,2,1,2,2,1,2,1,1,2,2
FEMALE,79,6,2,1,3,2,5,2, , , , ,MALE,32,3,2,1,5,1,1,1,2,1,1,2,1,MALE,74,8,2,1,6,2,1,2,2,1,1,1,1,2,2
FEMALE,54,5,2,1,6,1,1,2, ,1,2,1,FEMALE,24,6,2,1,3,2,2,1,1,2,2,2,2,MALE,55,2,2,1,1,2,1,8,8,8,8,8,8,8,8
MALE,23,3,2,1,3,4,6,2, , , , ,MALE,57,6,2,1,3,2,2,1,1,1,1,2,1,MALE,62,6,2,1,3,3,4,2, ,2,2,1,2,2,2
MALE,45,3,2,1,6,3,3,2, ,1,2,1,MALE,34,3,2,2,2,1, ,2,2,1,1,2,2,FEMALE,23,6,2,1,7,2,6,2,2,1,2,1,2,2,2
MALE,47,5,2,1,8,3,1,2, ,2,8,8,FEMALE,66,4,1,1,98,2, ,2,2,2,2,2,2,FEMALE,32,4,1,1,3,3,2,2,2,2,2,1,1,2,1
MALE,98,6,2,1,3,2,5,2, ,1,2,1,MALE,57,3,2,1,1, , ,2,2,1,1,2,2,FEMALE,56,8,2,1,6,2,3,1,2,1,1,1,1,2,2
MALE,24,2,2,2,9,2,6,2, , , , ,FEMALE,34,6,2,3,8,2,2,1,1,1,1,2,1,FEMALE,41,5,2,1,98,1,1,2,2,1,2,1,1,2,2
MALE,68,5,2,1,6,1,1,2, , , , ,MALE,41,3,2,1,1, , ,2,2,1,1,1,2,FEMALE,50,3,2,4,99,3,6, , ,2,2,2,2,1,1
FEMALE,61,3,2,1,9,3,1,2, ,2,1,2,FEMALE,26,1,1,1,98, , ,2,2,1,1,2,1,FEMALE,55,8,2,1,9,3,1,1,2,1,2,1,1,9,2
MALE,81,6,2,1,5,3,1,2, ,2,1,1,MALE,29,4,2,1,4,2,1,1,1,1,1,2,1,MALE,48,8,2,1,2,2,6,1,2,1,2,2,1,2,1
MALE,35,6,2,1,7,3,1,1,2,1,2,1,FEMALE,18,3,2,1,6,2, ,2,1,1,2,1,1,MALE,29,8,2,1,9,1,1,2,2,2,2,1,1,2,1
FEMALE,50,3,2,9,4,1,1,1,1,2,1,2,FEMALE,99,5,2,1,98,2,2,1,2,1,1,2,2,MALE,58,8,2,1,6,1,1,2, ,2,1,1,1,2,2
FEMALE,51,7,2,1,7,1,1,2, ,2,2,2,FEMALE,71,6,2,8,5,2,2,1,1,1,1,8,1,MALE,60,4,2,2,5,3,1, ,2,1,2,1,2,2,2
MALE,52,7,2,1,7,2,1,2, ,2,1,1,FEMALE,48,4,2,1,6,2, ,2,2,1,1,2,2,FEMALE,63,8,2,1,6,1,1,2,2,1,1,1,1,2,2
FEMALE,61,3,2,1,6,1,3,1,2,2,1,1,MALE,45,8,2,1,9,2,2,2,2,2,2,2,2,MALE,34,6,2,2,7,2,1,1,2,1,1,1,2,2,2
FEMALE,50,3,2,1,6,2,3,2, , , , ,FEMALE,62,4,2,1,6,2,2,2,2,1,1,2,1,FEMALE,44,1,1,6,3,3,2,2,8,2,2,2,2,2,2
MALE,44,3,2,2,5,2,6,2, ,2,1,1,FEMALE,64,8,2,1,7,2,2,1,2,1,1,2,2,MALE,55,5,2,2,3,3,5, ,2,2,1,1,2,1,1
MALE,88,2,2,1,7,1,1,2, , , , ,MALE,25,5,2,1,3,2,2,2,2,1,1,2,1,FEMALE,63,8,2,1,99,4,1,2,2,2,2,1,2,2,2
MALE,31,3,1,6,4,3,1,1,1,1,2,1,FEMALE,47,6,2,2,5,1,2,1,1,1,1,2,1,FEMALE,28,3,2,2,1,4,6,2,2,2,2,1,2,2,2
FEMALE,71,1,2,1,9,9,1,2, , , , ,FEMALE,49,3,2,1,2, , ,1,1,8,2,2,1,MALE,99,99,2,1,99,4,9, , ,2,2,2,1,8,8
MALE,63,6,2,1,9,3,1,2, ,8,1,8,MALE,32,5,2,1,9,2,2,1,2,1,1,2,1,FEMALE,19,4,2,2,98,8,6,2,1,2,1,1,1,2,2
FEMALE,49,6,2,1,9,2,1,2, ,1,2,2,FEMALE,38,8,2,3,7,2, ,8,2,1,1,2,2,MALE,26,8,2,1,3,3,6,2, ,1,1,1,2,2,2
MALE,72,7,2,1,9,1,1,2, ,1,2,8,MALE,54,6,2,1,8,2,2,1,2,1,2,2,2,MALE,48,8,2,1,9,3,1,2,2,2,2,2,2,2,2
MALE,60,5,2,2,4,2,6,1,2,1,2,1,MALE,29,5,2,1,6,2,2,2,2,1,8,2,1,MALE,18,1,2,2,98,3,6,2,2,2,2,1,2,2,1
MALE,33,7,2,1,8,2,6,2, ,1,2,2,MALE,37,4,2,2,1,2,2,1,1,1,1,2,1,FEMALE,60,3,1,6,1,3,6, ,1,2,2,2,2,2,2
FEMALE,63,7,2,1,9,2,1,1,1, , , ,FEMALE,99,99,9,9,99,2, ,1,2,2,2,1,2,MALE,35,2,1,1,3,3,2,2,2,2,2,1,1,2,1
FEMALE,36,4,2,2,9,2,6,2, ,2,1,2,MALE,30,6,2,1,9,1,1,1,1,1,1,2,1,MALE,30,3,1,2,5,3,6,2,2,2,2,2,2,2,2
MALE,34,6,2,1,7,1,1,1,2,1,2,1,FEMALE,48,4,2,2,99,2,2,2,2,1,2,1,1,MALE,52,6,2,1,8,2,1,2,2,2,2,1,1,2,2
FEMALE,49,3,2,1,5,4,1,2, , , , ,FEMALE,44,4,2,2,1,2,2,1,1,1,2,1,2,MALE,57,4,2,1,9,3,1,2,2,1,2,1,1,2,2
FEMALE,40,6,2,1,5,2,3,1,2, , , ,MALE,43,3,1,1,7,2,2,2,2,2,1,2,2,MALE,79,5,2,2,6,1,1,2, ,1,1,1,2,2,2
FEMALE,47,7,2,1,4,2,6,1,2,2,2,1,FEMALE,28,1,2,1,98,1,2,1,1,1,1,2,2,MALE,41,2,1,6,2,1,1,2, ,2,1,2,1,1,1
FEMALE,51,7,2,1,9,3,1,1,1,1,2,1,FEMALE,45,5,2,1,6,2, ,2,2,1,1,2,2,FEMALE,50,99,1,8,1,3,9,1,1,1,2,1,2,1,2
MALE,27,5,2,1,9,3,6,1,2,2,2,1,FEMALE,75,8,2,2,99,2, ,2,2,2,2,9,2,MALE,41,4,2,5,9,1,1,2,2,2,2,1,2,2,1
MALE,72,6,2,1,8,1,1,2, ,2,1,2,MALE,18,3,2,1,6,2, ,2,2,1,2,2,8,MALE,45,8,2,1,7,2,3,2,2,1,1,1,2,2,1
FEMALE,80,3,2,1,2,2,5,2, , , , ,FEMALE,66,8,2,1,8,2,2,1,1,1,1,2,2,MALE,28,6,1,1,6,3,6,1,1,1,1,1,1,2,2
MALE,32,3,2,1,6,2,1,1,2, , , ,FEMALE,40,5,2,1,99,2, ,1,1,1,9,2,2,FEMALE,51,2,2,1,4,4,1, , ,2,2,1,1,1,1
FEMALE,30,5,2,1,6,2,1,2, ,1,2,1,MALE,43,4,2,1,8,2,2,2,2,1,1,2,2,MALE,48,6,2,1,7,3,3,2,2,1,2,2,2,2,2
FEMALE,29,7,2,4,5,3,6,1,1,2,1,2,FEMALE,39,3,2,1,4,2,2,1,1,2,2,2,2,MALE,21,4,2,3,2,3,6,2,2,1,2,1,2,2,2
MALE,23,3,2,1,2,3,6,2, , , , ,FEMALE,41,3,2,1,2,2, ,1,2,1,1,2,2,FEMALE,31,6,2,3,8,3,1,2,2,1,2,1,1,2,2
MALE,53,3,2,1,9,2,1,2, ,2,1,2,MALE,62,4,2,1,3,1, ,1,2,1,1,1,1,MALE,24,3,2,1,3,3,6,2,2,2,2,1,1,2,2
MALE,76,6,2,1,7,1,1,2, ,2,2,2,FEMALE,62,6,2,1,99,2,2,2,1,2,2,2,2,FEMALE,34,6,2,1,6,4,6,1,1,1,1,1,1,2,1
MALE,26,6,2,2,4,2,6,2, ,2,1,8,MALE,40,3,1,1,98, , ,2,2,1,1,2,1,FEMALE,56,6,2,1,9,2,1,2,2,1,1,1,1,2,2
FEMALE,74,3,2,1,1,4,5,2, , , , ,MALE,58,3,2,1,5,2, ,2,2,1,1,2,1,FEMALE,47,6,2,1,8,2,1,2,2,1,1,1,1,2,2
FEMALE,57,3,2,1,5,3,1,2, , , , ,MALE,50,6,2,3,6,2, ,1,1,1,1,1,1,MALE,32,8,2,1,1,1,1,2,2,1,1,2,2,2,2
MALE,29,3,2,1,4,1,3,2, , , , ,MALE,32,5,2,1,7,1,2,1,2,1,1,2,1,FEMALE,27,3,2,1,98,2,6, , ,2,2,1,1,2,1
FEMALE,52,5,2,1,2,3,1,1,1, , , ,MALE,23,3,2,1,5,2,2,2,2,1,1,2,2,MALE,57,2,2,1,2,4,1,2,2,2,2,2,2,1,2
FEMALE,61,3,2,1,4,2,1,2, , , , ,MALE,66,8,2,1,8,2, ,2,2,1,2,2,9,MALE,48,3,2,1,7,2,1,2,2,2,2,1,1,2,2
MALE,57,3,2,1,4,1,1,2, ,2,2,2,MALE,56,6,2,1,5,2,2,2,2,2,2,1,1,FEMALE,85,3,2,2,1,2,9, , ,8,2,1,1,1,1
MALE,43,3,2,1,4,1,3,2, , , , ,FEMALE,58,3,2,2,4, , ,2,2,1,1,2,2,MALE,39,3,2,1,8,1,1,2,2,1,2,1,1,2,2
FEMALE,56,3,2,1,2,2,5,2, , , , ,MALE,66,8,2,1,99,2,2,1,1,1,1,2,2,MALE,73,6,2,1,98,2,1,2,2,2,2,2,1,2,1
FEMALE,40,5,2,1,8,2,1,2, ,2,1,2,MALE,61,3,2,1,3,2, ,1,2,2,1,1,8,MALE,51,5,2,1,7,3,2,2,2,1,8,1,1,2,2
FEMALE,55,3,2,1,6,2,2,1,2,2,2,2,FEMALE,52,3,2,1,8,2, ,2,2,1,1,2,2,MALE,60,3,2,1,6,3,1,2,2,1,2,1,1,2,1
FEMALE,59,5,2,2,5,2,3,1,1,1,2,2,MALE,48,5,2,1,5,2,2,2,2,1,2,2,2,MALE,98,4,2,1,6,1,3,1,1,1,1,1,1,2,8
FEMALE,26,3,2,1,3,1,6,2, , , , ,FEMALE,47,8,2,1,8,2,2,1,1,1,1,2,2,FEMALE,30,6,2,1,4,4,1,2,2,2,2,2,1,2,2
MALE,52,5,2,1,6,2,1,2, ,1,2,2,FEMALE,31,5,2,1,6,2,2,1,1,1,1,2,2,MALE,24,6,2,2,6,2,1,2,2,2,2,2,1,2,2
FEMALE,38,6,2,2,7,2,3,1,1,2,2,2,MALE,25,6,2,1,7,2,2,1,1,2,1,2,2,MALE,44,8,2,1,6,1,1,2,2,2,1,2,2,1,2
FEMALE,42,2,2,1,2,3,1,2, , , , ,FEMALE,76,4,2,1,2, , ,2,2,2,2,8,1,FEMALE,21,3,2,2,1,3,6,2,2,1,2,2,2,1,1
FEMALE,38,5,2,1,8,2,1,2, ,2,2,2,MALE,75,6,2,1,7,2, ,1,1,1,1,1,2,MALE,70,6,2,1,7,2,1,2,2,2,1,2,1,2,1
FEMALE,33,5,2,2,2,2,6,2, ,2,1,1,MALE,32,3,2,1,7,2,2,8,8,1,1,2,2,FEMALE,42,8,2,1,98,3,5,2,2,1,1,1,8,2,2
FEMALE,45,3,2,1,8,1,1,2, ,2,2,8,FEMALE,73,4,1,1,1, , ,2,2,1,1,2,8,MALE,76,5,2,1,8,3,1,2, ,2,2,8,1,8,2
MALE,44,5,1,9,4,1,3,2, ,8,2,1,MALE,48,4,2,1,6, , ,2,2,1,1,2,1,MALE,51,3,2,1,99,2,1, , ,2,2,1,1,1,1
MALE,48,5,2,1,8,1,1,2, ,8,8,8,MALE,56,2,1,5,1, , ,2,2,1,1,2,1,MALE,69,6,2,1,9,1,1,2,2,2,2,2,2,1,1
FEMALE,36,5,2,1,6,2,1,1,2,1,2,1,FEMALE,65,4,2,1,8,2,2,2,2,1,2,2,2,MALE,40,8,2,3,9,1,1,1,2,1,1,1,1,2,9
FEMALE,80,5,2,2,9,3,1,2, , , , ,FEMALE,27,3,2,1,8,2,2,1,1,1,2,2,2,FEMALE,60,8,2,1,4,2,6,2, ,2,2,2,2,1,1
FEMALE,44,5,2,1,9,1,1,1,2,1,2,1,MALE,39,4,2,1,5,1,2,2,2,2,9,1,1,FEMALE,76,3,2,1,2,3,1, , ,2,2,2,2,1,2
FEMALE,38,5,1,1,1,2,3,1,2,1,2,1,FEMALE,29,6,1,4,3,2,2,1,2,2,1,2,2,FEMALE,52,3,2,1,2,2,5, , ,2,2,1,1,1,1
FEMALE,48,5,1,3,1,3,3,2, ,1,2,1,MALE,49,6,2,1,9,2,2,2,2,8,2,8,8,FEMALE,25,3,1,4,5,4,1,2,2,2,2,2,2,8,2
MALE,69,5,2,1,3,1,5,2, ,2,1,2,MALE,32,6,2,1,8,2,2,1,1,1,1,2,1,FEMALE,38,3,2,1,9,1,1,2,2,2,1,1,1,2,2
MALE,39,3,1,6,6,1,1,2, ,1,1,1,FEMALE,29,8,2,1,8,2,2,1,1,1,8,1,2,MALE,18,3,1,6,98,4,6,2,2,2,2,2,1,2,2
FEMALE,88,5,2,1,9,9,5,2, , , , ,MALE,33,5,2,1,6,2,2,1,1,2,2,2,1,MALE,46,3,2,1,2,2,2,2, ,2,2,1,2,1,1
MALE,99,5,1,3,7,3,1,2, ,8,8,8,FEMALE,49,8,2,1,99,2, ,1,1,1,1,2,2,MALE,60,6,2,1,8,1,1,2,2,2,2,2,2,2,2
FEMALE,78,5,2,1,8,1,5,2, , , , ,FEMALE,62,3,2,1,5,2, ,2,2,8,1,2,2,MALE,40,6,1,3,9,3,1,2,2,1,1,2,1,2,2
MALE,69,9,2,1,4,3,3,2, , , , ,MALE,27,8,2,1,3,1,1,1,2,1,2,2,2,FEMALE,99,5,2,1,4,1,5,2,2,1,2,1,2,2,2
MALE,42,3,2,1,6,1,1,1,2,1,1,1,MALE,29,3,2,1,4,2,2,2,2,2,1,2,2,FEMALE,66,8,2,1,7,1,1,2,2,2,2,9,9,9,9
FEMALE,78,5,2,1,9,1,1,1,1,1,2,8,FEMALE,20,3,2,2,2,2,2,2,2,1,2,2,2,MALE,53,8,2,2,8,4,1,2,2,2,2,2,2,2,2
